897.jpg,Sneaker,99.99%,Ankle Boot,0.00%,Sandal,0.00%,Bag,0.00%,T-shirt/Top,0.00%
1485.jpg,Coat,83.16%,Pullover,14.47%,T-shirt/Top,0.95%,Bag,0.62%,Shirt,0.49%
1141.jpg,Sneaker,99.97%,Ankle Boot,0.03%,Shirt,0.00%,Sandal,0.00%,Bag,0.00%
968.jpg,Dress,78.11%,Shirt,11.56%,T-shirt/Top,6.37%,Coat,1.74%,Pullover,0.83%
640.jpg,Shirt,97.37%,Coat,2.60%,Pullover,0.01%,Bag,0.01%,Trouser,0.00%
320.jpg,Coat,75.42%,Pullover,20.71%,Shirt,3.78%,Bag,0.03%,Ankle Boot,0.02%
1184.jpg,Dress,99.59%,Shirt,0.29%,T-shirt/Top,0.09%,Coat,0.02%,Pullover,0.02%
222.jpg,Sneaker,99.99%,Ankle Boot,0.01%,Sandal,0.00%,Bag,0.00%,Shirt,0.00%
1106.jpg,Pullover,57.42%,Shirt,28.95%,Coat,7.85%,Dress,3.12%,T-shirt/Top,1.88%
1229.jpg,Pullover,63.44%,Shirt,36.13%,Coat,0.21%,T-shirt/Top,0.20%,Ankle Boot,0.01%
1372.jpg,Dress,77.96%,Trouser,17.27%,Shirt,2.54%,T-shirt/Top,1.96%,Sandal,0.08%
400.jpg,Pullover,52.63%,Shirt,43.62%,T-shirt/Top,1.79%,Coat,1.56%,Dress,0.17%
1326.jpg,T-shirt/Top,57.86%,Shirt,33.17%,Dress,8.55%,Pullover,0.28%,Bag,0.07%
1480.jpg,T-shirt/Top,88.69%,Shirt,8.45%,Pullover,1.99%,Dress,0.75%,Bag,0.05%
401.jpg,Pullover,98.34%,Shirt,1.20%,T-shirt/Top,0.43%,Bag,0.02%,Dress,0.01%
358.jpg,Sneaker,99.98%,Ankle Boot,0.01%,Sandal,0.00%,Bag,0.00%,Shirt,0.00%
819.jpg,Sneaker,99.99%,Ankle Boot,0.01%,Sandal,0.00%,Bag,0.00%,Shirt,0.00%
1053.jpg,Shirt,47.40%,Dress,28.18%,Coat,20.19%,Bag,1.99%,T-shirt/Top,0.76%
392.jpg,Coat,99.14%,Dress,0.40%,Shirt,0.36%,Pullover,0.06%,Bag,0.03%
352.jpg,Shirt,95.96%,Coat,3.92%,Pullover,0.06%,Bag,0.04%,T-shirt/Top,0.02%
738.jpg,Dress,96.94%,T-shirt/Top,2.12%,Shirt,0.76%,Pullover,0.08%,Trouser,0.06%
1176.jpg,Pullover,98.13%,Shirt,1.74%,T-shirt/Top,0.08%,Coat,0.04%,Ankle Boot,0.00%
1688.jpg,Trouser,99.87%,Dress,0.11%,Shirt,0.01%,Pullover,0.01%,Coat,0.00%
1454.jpg,Coat,97.87%,Shirt,1.48%,Dress,0.44%,Pullover,0.14%,Bag,0.03%
712.jpg,Sneaker,100.00%,Ankle Boot,0.00%,Sandal,0.00%,Bag,0.00%,T-shirt/Top,0.00%
771.jpg,T-shirt/Top,47.92%,Pullover,31.29%,Dress,10.33%,Shirt,6.68%,Coat,1.03%
596.jpg,Dress,93.70%,Shirt,3.37%,Trouser,2.35%,Coat,0.27%,T-shirt/Top,0.15%
307.jpg,T-shirt/Top,98.44%,Pullover,0.96%,Shirt,0.44%,Dress,0.15%,Bag,0.01%
1059.jpg,Dress,65.61%,Shirt,28.51%,T-shirt/Top,2.07%,Coat,1.79%,Trouser,1.31%
274.jpg,Dress,77.14%,Shirt,17.12%,T-shirt/Top,3.47%,Coat,1.01%,Pullover,0.88%
1406.jpg,Coat,93.35%,Shirt,4.57%,Dress,2.01%,Bag,0.04%,Pullover,0.02%
1649.jpg,Dress,53.12%,Trouser,31.67%,Shirt,11.91%,Coat,1.43%,T-shirt/Top,0.97%
150.jpg,T-shirt/Top,93.10%,Shirt,4.64%,Pullover,1.52%,Dress,0.72%,Bag,0.02%
107.jpg,Dress,89.46%,Trouser,4.71%,T-shirt/Top,4.33%,Shirt,1.07%,Bag,0.13%
1635.jpg,Dress,63.16%,Shirt,26.83%,Coat,5.51%,Trouser,1.97%,Bag,0.88%
626.jpg,Dress,40.66%,Shirt,29.15%,Coat,28.12%,Bag,0.56%,Trouser,0.51%
460.jpg,Dress,57.51%,Shirt,17.76%,Trouser,13.25%,Coat,8.00%,T-shirt/Top,1.82%
1219.jpg,Dress,42.02%,Coat,39.52%,Shirt,10.34%,Pullover,3.75%,T-shirt/Top,1.77%
160.jpg,Sneaker,100.00%,Ankle Boot,0.00%,Sandal,0.00%,T-shirt/Top,0.00%,Shirt,0.00%
804.jpg,Coat,75.42%,Pullover,20.71%,Shirt,3.78%,Bag,0.03%,Ankle Boot,0.02%
972.jpg,T-shirt/Top,96.13%,Pullover,1.66%,Shirt,1.53%,Dress,0.55%,Bag,0.11%
1620.jpg,Shirt,66.43%,Pullover,28.08%,T-shirt/Top,4.12%,Bag,1.31%,Dress,0.04%
341.jpg,Trouser,66.80%,Dress,24.33%,Shirt,7.38%,Coat,0.60%,Sandal,0.24%
758.jpg,Coat,99.25%,Shirt,0.52%,Dress,0.16%,Pullover,0.07%,Bag,0.01%
1248.jpg,T-shirt/Top,96.77%,Shirt,2.29%,Dress,0.47%,Pullover,0.44%,Coat,0.01%
141.jpg,Trouser,54.35%,Dress,17.95%,Pullover,10.81%,T-shirt/Top,7.58%,Shirt,4.55%
1067.jpg,Shirt,91.02%,Coat,8.80%,Bag,0.13%,T-shirt/Top,0.02%,Pullover,0.01%
190.jpg,Dress,46.31%,Shirt,37.78%,Coat,8.98%,Trouser,2.24%,T-shirt/Top,1.83%
1413.jpg,Sneaker,99.98%,Sandal,0.02%,Ankle Boot,0.00%,T-shirt/Top,0.00%,Shirt,0.00%
1692.jpg,T-shirt/Top,48.34%,Pullover,38.44%,Shirt,8.29%,Bag,4.81%,Dress,0.08%
366.jpg,Pullover,56.98%,Shirt,38.61%,Coat,3.04%,T-shirt/Top,0.97%,Bag,0.21%
196.jpg,Shirt,49.54%,Dress,22.87%,T-shirt/Top,18.18%,Bag,2.95%,Pullover,2.66%
1482.jpg,Dress,43.49%,Coat,31.86%,Shirt,17.74%,Pullover,3.25%,Bag,2.05%
80.jpg,Coat,95.97%,Shirt,3.95%,Pullover,0.03%,Dress,0.02%,Bag,0.02%
580.jpg,Dress,98.77%,Shirt,0.91%,Coat,0.21%,T-shirt/Top,0.06%,Trouser,0.02%
535.jpg,Coat,87.56%,Shirt,6.63%,Dress,5.24%,Pullover,0.28%,Bag,0.14%
1040.jpg,Coat,46.18%,Dress,42.59%,Shirt,11.14%,Pullover,0.05%,Bag,0.02%
1464.jpg,Dress,86.73%,T-shirt/Top,11.22%,Shirt,1.20%,Pullover,0.62%,Bag,0.15%
855.jpg,Dress,43.62%,Coat,27.03%,Shirt,24.67%,T-shirt/Top,2.78%,Pullover,1.29%
365.jpg,Shirt,82.78%,Pullover,10.34%,T-shirt/Top,4.25%,Bag,2.54%,Dress,0.07%
1152.jpg,Pullover,68.96%,Shirt,24.82%,T-shirt/Top,5.39%,Bag,0.79%,Dress,0.01%
463.jpg,Dress,61.24%,Coat,22.42%,Shirt,8.50%,T-shirt/Top,6.65%,Pullover,0.65%
1286.jpg,T-shirt/Top,91.23%,Shirt,3.78%,Pullover,3.24%,Dress,1.60%,Bag,0.11%
1594.jpg,Trouser,99.97%,Dress,0.02%,Shirt,0.01%,T-shirt/Top,0.00%,Pullover,0.00%
68.jpg,Coat,50.88%,Shirt,32.39%,Pullover,16.45%,Bag,0.18%,T-shirt/Top,0.06%
119.jpg,Shirt,36.54%,T-shirt/Top,32.30%,Pullover,30.11%,Dress,0.66%,Bag,0.37%
901.jpg,Shirt,62.28%,Dress,20.69%,T-shirt/Top,10.30%,Bag,2.19%,Trouser,2.16%
1414.jpg,Dress,92.96%,Shirt,5.62%,T-shirt/Top,0.70%,Trouser,0.27%,Coat,0.23%
545.jpg,Dress,43.11%,Shirt,33.04%,Coat,18.65%,Bag,2.52%,T-shirt/Top,1.04%
551.jpg,Dress,69.11%,Shirt,14.68%,Coat,9.98%,T-shirt/Top,2.33%,Pullover,1.66%
1360.jpg,Coat,99.66%,Shirt,0.29%,Dress,0.03%,Pullover,0.02%,Bag,0.00%
1241.jpg,T-shirt/Top,52.17%,Pullover,31.11%,Shirt,14.27%,Bag,1.93%,Dress,0.19%
1465.jpg,Sneaker,100.00%,Ankle Boot,0.00%,T-shirt/Top,0.00%,Bag,0.00%,Shirt,0.00%
918.jpg,Bag,99.59%,Shirt,0.32%,Coat,0.06%,Pullover,0.02%,Dress,0.00%
8.jpg,Coat,99.33%,Pullover,0.33%,Shirt,0.33%,Dress,0.00%,Bag,0.00%
1621.jpg,Sneaker,99.73%,Sandal,0.26%,Ankle Boot,0.01%,T-shirt/Top,0.00%,Shirt,0.00%
598.jpg,Shirt,71.47%,Pullover,19.56%,Coat,5.76%,T-shirt/Top,2.02%,Dress,0.93%
1467.jpg,Dress,95.81%,Shirt,3.15%,Coat,0.89%,T-shirt/Top,0.06%,Pullover,0.04%
1083.jpg,Sneaker,99.73%,Ankle Boot,0.27%,Bag,0.00%,Sandal,0.00%,Shirt,0.00%
1220.jpg,Trouser,99.72%,Shirt,0.14%,Dress,0.10%,Coat,0.01%,Pullover,0.01%
390.jpg,Coat,97.15%,Dress,2.09%,Pullover,0.56%,Shirt,0.18%,Sneaker,0.01%
628.jpg,T-shirt/Top,94.72%,Shirt,2.25%,Pullover,1.98%,Dress,1.04%,Bag,0.01%
1565.jpg,T-shirt/Top,47.39%,Shirt,37.39%,Dress,10.51%,Coat,2.06%,Pullover,0.99%
941.jpg,Dress,93.43%,Shirt,3.63%,Trouser,2.31%,Coat,0.28%,T-shirt/Top,0.16%
1334.jpg,Dress,88.64%,Shirt,6.62%,Trouser,2.10%,T-shirt/Top,1.78%,Coat,0.39%
1135.jpg,Coat,74.73%,Shirt,25.25%,Pullover,0.01%,Bag,0.00%,Ankle Boot,0.00%
478.jpg,Shirt,54.83%,Dress,25.50%,T-shirt/Top,12.39%,Pullover,2.55%,Bag,2.15%
396.jpg,Trouser,99.99%,Pullover,0.01%,Dress,0.00%,Coat,0.00%,Shirt,0.00%
230.jpg,Dress,53.22%,Coat,35.95%,Shirt,7.63%,Pullover,2.54%,Bag,0.27%
448.jpg,Coat,31.29%,Dress,30.28%,Shirt,25.57%,Pullover,11.39%,T-shirt/Top,1.18%
1150.jpg,Pullover,79.66%,Shirt,18.91%,T-shirt/Top,0.74%,Coat,0.50%,Dress,0.05%
1211.jpg,Shirt,87.36%,Coat,12.53%,Pullover,0.07%,Bag,0.03%,T-shirt/Top,0.01%
252.jpg,Dress,84.47%,Shirt,10.89%,Coat,3.81%,T-shirt/Top,0.31%,Pullover,0.29%
1098.jpg,Coat,82.56%,Shirt,15.93%,Bag,0.66%,Dress,0.61%,Pullover,0.13%
838.jpg,Coat,99.02%,Shirt,0.61%,Pullover,0.23%,Dress,0.11%,Bag,0.03%
1523.jpg,Shirt,74.60%,Pullover,15.78%,T-shirt/Top,6.94%,Bag,1.90%,Coat,0.63%
742.jpg,Coat,50.97%,Shirt,32.96%,Dress,13.50%,Pullover,1.61%,T-shirt/Top,0.81%
1119.jpg,Coat,55.33%,Shirt,44.63%,Ankle Boot,0.02%,Bag,0.01%,Sneaker,0.01%
154.jpg,Dress,98.41%,Shirt,1.11%,T-shirt/Top,0.30%,Coat,0.17%,Pullover,0.01%
529.jpg,T-shirt/Top,82.66%,Shirt,10.03%,Dress,5.12%,Pullover,2.05%,Bag,0.06%
840.jpg,Dress,97.99%,Shirt,1.24%,Trouser,0.36%,T-shirt/Top,0.19%,Coat,0.14%
403.jpg,Shirt,58.44%,Pullover,41.28%,T-shirt/Top,0.20%,Coat,0.08%,Ankle Boot,0.00%
61.jpg,T-shirt/Top,87.50%,Shirt,8.35%,Pullover,3.34%,Dress,0.74%,Bag,0.04%
495.jpg,Sneaker,100.00%,Ankle Boot,0.00%,Bag,0.00%,Shirt,0.00%,Sandal,0.00%
89.jpg,Coat,86.62%,Dress,8.53%,Shirt,3.72%,Pullover,0.66%,Sneaker,0.16%
360.jpg,T-shirt/Top,63.01%,Dress,24.00%,Shirt,5.48%,Pullover,4.35%,Coat,2.53%
1553.jpg,Shirt,64.63%,Dress,16.07%,Coat,12.52%,Trouser,2.73%,Bag,1.91%
408.jpg,Bag,67.43%,Coat,17.10%,Shirt,11.09%,Pullover,2.34%,T-shirt/Top,0.86%
909.jpg,Shirt,57.02%,Bag,19.21%,T-shirt/Top,12.97%,Pullover,6.64%,Dress,2.82%
1671.jpg,Coat,97.58%,Pullover,1.81%,Shirt,0.58%,Bag,0.01%,Dress,0.01%
426.jpg,Dress,64.36%,Shirt,28.63%,Trouser,3.72%,T-shirt/Top,1.04%,Coat,0.83%
279.jpg,Dress,99.02%,Shirt,0.51%,T-shirt/Top,0.35%,Coat,0.07%,Trouser,0.02%
1355.jpg,Trouser,91.71%,T-shirt/Top,3.43%,Dress,3.36%,Shirt,0.99%,Pullover,0.15%
1410.jpg,Shirt,63.58%,T-shirt/Top,29.38%,Pullover,4.30%,Bag,1.51%,Dress,0.96%
1375.jpg,T-shirt/Top,95.46%,Shirt,3.23%,Pullover,1.07%,Dress,0.21%,Bag,0.01%
590.jpg,Dress,95.91%,T-shirt/Top,2.16%,Shirt,1.22%,Trouser,0.33%,Pullover,0.23%
740.jpg,Sneaker,99.87%,T-shirt/Top,0.07%,Bag,0.02%,Ankle Boot,0.02%,Sandal,0.01%
618.jpg,Dress,88.89%,Shirt,6.00%,Trouser,2.17%,T-shirt/Top,1.86%,Coat,0.41%
889.jpg,Pullover,52.95%,Shirt,46.38%,T-shirt/Top,0.48%,Coat,0.10%,Dress,0.04%
581.jpg,Sneaker,100.00%,Ankle Boot,0.00%,Sandal,0.00%,Bag,0.00%,Shirt,0.00%
480.jpg,Dress,79.89%,Trouser,14.93%,Shirt,3.40%,T-shirt/Top,1.09%,Pullover,0.25%
1242.jpg,Coat,59.48%,Dress,20.42%,Shirt,18.70%,Pullover,0.64%,T-shirt/Top,0.37%
310.jpg,Dress,99.80%,Shirt,0.14%,Coat,0.05%,T-shirt/Top,0.01%,Pullover,0.00%
85.jpg,Pullover,99.98%,Coat,0.01%,T-shirt/Top,0.01%,Shirt,0.00%,Dress,0.00%
981.jpg,Sneaker,99.76%,Shirt,0.08%,Sandal,0.05%,Ankle Boot,0.04%,Bag,0.04%
1634.jpg,Dress,99.42%,Shirt,0.48%,T-shirt/Top,0.05%,Coat,0.03%,Pullover,0.01%
1095.jpg,Pullover,83.95%,Shirt,12.67%,Coat,3.20%,T-shirt/Top,0.14%,Dress,0.02%
746.jpg,Dress,93.26%,Shirt,5.89%,T-shirt/Top,0.36%,Coat,0.26%,Ankle Boot,0.06%
870.jpg,Shirt,56.86%,Pullover,30.41%,T-shirt/Top,8.00%,Dress,2.89%,Bag,1.73%
69.jpg,Coat,84.25%,Shirt,12.12%,Pullover,3.37%,Dress,0.16%,T-shirt/Top,0.04%
1337.jpg,Dress,99.04%,T-shirt/Top,0.47%,Shirt,0.42%,Trouser,0.03%,Pullover,0.02%
1352.jpg,Dress,73.96%,Coat,13.90%,Shirt,11.77%,Trouser,0.15%,Pullover,0.12%
264.jpg,T-shirt/Top,77.79%,Shirt,14.50%,Pullover,5.81%,Dress,1.70%,Bag,0.17%
172.jpg,Dress,98.18%,Shirt,1.59%,Coat,0.08%,T-shirt/Top,0.07%,Trouser,0.07%
1381.jpg,Pullover,94.13%,Coat,3.53%,Shirt,2.22%,T-shirt/Top,0.08%,Ankle Boot,0.02%
568.jpg,Dress,45.59%,Shirt,42.95%,Bag,2.55%,Coat,2.54%,Trouser,2.25%
929.jpg,Coat,50.81%,Shirt,29.02%,Dress,19.11%,Pullover,0.47%,Trouser,0.19%
1025.jpg,Dress,45.13%,Shirt,30.42%,Coat,22.37%,Pullover,0.72%,T-shirt/Top,0.58%
778.jpg,Shirt,88.73%,Coat,11.22%,Bag,0.02%,T-shirt/Top,0.01%,Dress,0.01%
1158.jpg,Shirt,62.55%,Dress,16.73%,Pullover,16.25%,Coat,2.61%,T-shirt/Top,1.76%
63.jpg,Dress,98.36%,Shirt,1.23%,Coat,0.32%,T-shirt/Top,0.04%,Ankle Boot,0.02%
97.jpg,Coat,88.46%,Shirt,11.52%,Pullover,0.02%,Bag,0.01%,Ankle Boot,0.00%
1086.jpg,Dress,92.31%,Shirt,4.73%,T-shirt/Top,1.84%,Pullover,0.67%,Coat,0.22%
1582.jpg,Coat,99.98%,Shirt,0.02%,Bag,0.00%,Pullover,0.00%,Ankle Boot,0.00%
374.jpg,Dress,81.59%,Shirt,11.72%,Coat,1.73%,Trouser,1.71%,T-shirt/Top,1.27%
101.jpg,Sneaker,99.28%,Ankle Boot,0.71%,Bag,0.01%,Sandal,0.00%,Shirt,0.00%
1462.jpg,Sneaker,100.00%,Ankle Boot,0.00%,Sandal,0.00%,T-shirt/Top,0.00%,Shirt,0.00%
301.jpg,Shirt,84.27%,Coat,14.78%,T-shirt/Top,0.44%,Pullover,0.41%,Ankle Boot,0.03%
398.jpg,Coat,99.78%,Shirt,0.14%,Dress,0.06%,Pullover,0.02%,Bag,0.01%
649.jpg,Pullover,88.29%,Coat,8.39%,Shirt,2.60%,T-shirt/Top,0.60%,Dress,0.06%
1412.jpg,Shirt,85.20%,Coat,14.20%,Pullover,0.32%,T-shirt/Top,0.12%,Ankle Boot,0.05%
1180.jpg,Shirt,57.01%,Coat,38.86%,Dress,3.64%,T-shirt/Top,0.22%,Bag,0.17%
73.jpg,Sneaker,100.00%,Ankle Boot,0.00%,Sandal,0.00%,T-shirt/Top,0.00%,Bag,0.00%
1608.jpg,Shirt,98.40%,Coat,1.16%,Pullover,0.32%,T-shirt/Top,0.06%,Dress,0.02%
28.jpg,Shirt,77.87%,Pullover,20.53%,T-shirt/Top,1.34%,Coat,0.24%,Ankle Boot,0.01%
74.jpg,Shirt,57.14%,Dress,31.77%,T-shirt/Top,6.16%,Bag,1.48%,Pullover,1.37%
1388.jpg,Coat,63.76%,Dress,28.61%,Shirt,5.70%,Pullover,1.41%,T-shirt/Top,0.18%
1361.jpg,Dress,83.83%,Trouser,7.92%,Shirt,5.87%,Coat,0.69%,T-shirt/Top,0.60%
564.jpg,Coat,70.15%,Shirt,25.91%,Pullover,2.79%,T-shirt/Top,0.74%,Dress,0.15%
1425.jpg,Trouser,99.40%,Shirt,0.33%,Dress,0.24%,T-shirt/Top,0.02%,Coat,0.01%
1629.jpg,Shirt,60.36%,Coat,30.23%,Dress,7.12%,T-shirt/Top,0.71%,Bag,0.61%
624.jpg,Shirt,54.47%,Dress,29.86%,Coat,10.18%,T-shirt/Top,2.35%,Pullover,1.84%
673.jpg,T-shirt/Top,94.35%,Pullover,3.56%,Dress,1.22%,Shirt,0.85%,Bag,0.02%
96.jpg,Dress,51.43%,Coat,35.57%,Shirt,11.85%,Pullover,0.63%,T-shirt/Top,0.16%
1653.jpg,Shirt,78.33%,T-shirt/Top,20.29%,Pullover,0.64%,Dress,0.53%,Bag,0.13%
1062.jpg,Shirt,79.91%,Coat,19.99%,Bag,0.06%,Dress,0.02%,T-shirt/Top,0.01%
987.jpg,T-shirt/Top,80.00%,Shirt,13.69%,Pullover,3.18%,Dress,2.98%,Bag,0.08%
445.jpg,Sneaker,98.47%,Ankle Boot,1.53%,Sandal,0.00%,Bag,0.00%,Shirt,0.00%
978.jpg,T-shirt/Top,90.17%,Shirt,3.93%,Pullover,3.61%,Dress,1.98%,Bag,0.27%
1266.jpg,Dress,95.70%,T-shirt/Top,3.92%,Shirt,0.32%,Pullover,0.03%,Trouser,0.02%
772.jpg,Shirt,74.04%,Pullover,23.02%,T-shirt/Top,2.43%,Coat,0.40%,Bag,0.05%
144.jpg,Shirt,41.41%,Coat,32.60%,Dress,22.89%,Bag,1.43%,Pullover,0.54%
595.jpg,Dress,99.02%,Shirt,0.51%,T-shirt/Top,0.35%,Coat,0.07%,Trouser,0.02%
830.jpg,Coat,90.00%,Dress,7.03%,Shirt,1.72%,Bag,0.68%,Pullover,0.35%
1612.jpg,Sneaker,99.99%,Sandal,0.01%,Ankle Boot,0.00%,Shirt,0.00%,T-shirt/Top,0.00%
1444.jpg,Dress,38.10%,Shirt,33.93%,Coat,20.65%,Pullover,3.18%,T-shirt/Top,2.41%
1585.jpg,Dress,99.03%,Shirt,0.67%,Coat,0.20%,T-shirt/Top,0.05%,Trouser,0.03%
1198.jpg,Coat,86.10%,Bag,7.41%,Shirt,6.07%,Pullover,0.30%,T-shirt/Top,0.03%
165.jpg,Dress,95.99%,Shirt,2.61%,T-shirt/Top,1.04%,Pullover,0.15%,Trouser,0.13%
1044.jpg,Sneaker,100.00%,Ankle Boot,0.00%,Sandal,0.00%,Bag,0.00%,Shirt,0.00%
834.jpg,Shirt,73.06%,T-shirt/Top,26.35%,Pullover,0.25%,Dress,0.20%,Bag,0.11%
1697.jpg,Sneaker,100.00%,Ankle Boot,0.00%,Sandal,0.00%,Bag,0.00%,T-shirt/Top,0.00%
1581.jpg,Sneaker,99.99%,Ankle Boot,0.01%,Bag,0.00%,Shirt,0.00%,T-shirt/Top,0.00%
225.jpg,Shirt,96.69%,Coat,3.30%,Pullover,0.01%,Bag,0.00%,Trouser,0.00%
416.jpg,Trouser,99.99%,Dress,0.01%,Shirt,0.00%,Coat,0.00%,T-shirt/Top,0.00%
305.jpg,Shirt,39.12%,T-shirt/Top,32.53%,Dress,23.61%,Pullover,2.62%,Coat,0.86%
639.jpg,Trouser,100.00%,Dress,0.00%,Pullover,0.00%,Shirt,0.00%,Coat,0.00%
852.jpg,T-shirt/Top,95.98%,Shirt,1.92%,Pullover,1.42%,Dress,0.66%,Bag,0.02%
247.jpg,Coat,73.13%,Dress,19.80%,Shirt,5.36%,Pullover,1.41%,T-shirt/Top,0.12%
1557.jpg,Dress,98.51%,Shirt,1.23%,T-shirt/Top,0.13%,Coat,0.10%,Pullover,0.03%
511.jpg,Dress,93.43%,Shirt,4.40%,Coat,1.51%,Trouser,0.33%,T-shirt/Top,0.12%
155.jpg,Dress,66.38%,Shirt,22.51%,Bag,7.45%,T-shirt/Top,1.23%,Coat,0.89%
357.jpg,Sneaker,98.00%,Ankle Boot,1.93%,Sandal,0.08%,T-shirt/Top,0.00%,Bag,0.00%
287.jpg,Dress,82.13%,Shirt,9.54%,Trouser,6.84%,Coat,0.86%,Pullover,0.17%
1049.jpg,T-shirt/Top,81.60%,Shirt,14.51%,Pullover,2.82%,Dress,0.83%,Bag,0.18%
1495.jpg,Sneaker,100.00%,Ankle Boot,0.00%,T-shirt/Top,0.00%,Sandal,0.00%,Bag,0.00%
356.jpg,Sneaker,100.00%,Ankle Boot,0.00%,Sandal,0.00%,T-shirt/Top,0.00%,Shirt,0.00%
652.jpg,Dress,94.10%,T-shirt/Top,3.72%,Shirt,1.07%,Pullover,0.47%,Bag,0.25%
543.jpg,Pullover,99.63%,Shirt,0.27%,T-shirt/Top,0.06%,Coat,0.03%,Dress,0.01%
841.jpg,Sneaker,100.00%,Ankle Boot,0.00%,Sandal,0.00%,Shirt,0.00%,Bag,0.00%
1224.jpg,Pullover,97.07%,Shirt,2.63%,T-shirt/Top,0.24%,Coat,0.05%,Dress,0.01%
1332.jpg,Pullover,99.60%,Shirt,0.34%,T-shirt/Top,0.04%,Coat,0.01%,Dress,0.00%
716.jpg,Trouser,100.00%,Dress,0.00%,Coat,0.00%,Shirt,0.00%,Pullover,0.00%
444.jpg,Shirt,88.81%,Coat,11.15%,Bag,0.01%,Pullover,0.01%,Ankle Boot,0.01%
1121.jpg,Dress,99.23%,Shirt,0.44%,Coat,0.29%,T-shirt/Top,0.02%,Ankle Boot,0.01%
1333.jpg,Sneaker,100.00%,Ankle Boot,0.00%,Sandal,0.00%,T-shirt/Top,0.00%,Shirt,0.00%
1619.jpg,Dress,98.52%,Shirt,0.76%,Coat,0.68%,T-shirt/Top,0.02%,Pullover,0.01%
1486.jpg,Trouser,99.95%,Dress,0.03%,Shirt,0.01%,T-shirt/Top,0.00%,Coat,0.00%
1407.jpg,Coat,94.34%,Shirt,3.62%,Bag,1.43%,Pullover,0.42%,Sneaker,0.09%
308.jpg,Sneaker,99.95%,Ankle Boot,0.03%,Sandal,0.02%,T-shirt/Top,0.00%,Shirt,0.00%
1078.jpg,Sneaker,85.07%,Sandal,13.47%,Ankle Boot,1.23%,Bag,0.14%,T-shirt/Top,0.06%
1357.jpg,T-shirt/Top,74.95%,Shirt,20.10%,Dress,3.10%,Coat,0.78%,Pullover,0.67%
1378.jpg,Coat,66.22%,Shirt,16.93%,Dress,16.73%,Bag,0.04%,Pullover,0.03%
29.jpg,Dress,92.12%,Shirt,5.32%,Trouser,1.57%,T-shirt/Top,0.65%,Bag,0.13%
515.jpg,Coat,76.58%,Dress,12.52%,Shirt,10.70%,Pullover,0.08%,Bag,0.05%
952.jpg,Dress,66.71%,Coat,21.89%,Shirt,10.59%,Trouser,0.52%,Pullover,0.12%
1288.jpg,Pullover,99.26%,Shirt,0.41%,T-shirt/Top,0.32%,Coat,0.00%,Bag,0.00%
1436.jpg,Dress,99.20%,Shirt,0.53%,Coat,0.12%,T-shirt/Top,0.09%,Trouser,0.04%
1593.jpg,T-shirt/Top,84.27%,Shirt,14.96%,Dress,0.59%,Pullover,0.17%,Bag,0.01%
